BracketEntryId,SemifinalWinner_East_West,SemifinalWinner_South_Midwest,NationalChampion
2887446,Iowa St.,Houston,Houston
1679736,UConn,Houston,UConn
1201958,Arizona,Kansas,Arizona
1016606,UConn,Houston,UConn
1006784,North Carolina,Kentucky,North Carolina
3660318,UConn,Houston,UConn
99523,UConn,Kentucky,Kentucky
3250514,Alabama,Kentucky,Kentucky
167534,UConn,Tennessee,UConn
1625986,UConn,Purdue,UConn
1985433,North Carolina,Houston,Houston
1062560,Iowa St.,Purdue,Purdue
2039796,UConn,Marquette,UConn
303673,Iowa St.,Purdue,Purdue
3689100,UConn,Houston,UConn
3264759,UConn,Purdue,UConn
2744839,Baylor,Kentucky,Kentucky
2165664,Iowa St.,Marquette,Marquette
859593,Arizona,Houston,Houston
2577549,North Carolina,Tennessee,North Carolina
1249065,UConn,Purdue,UConn
1020884,UConn,Houston,UConn
1992351,UConn,Houston,UConn
1517793,UConn,Purdue,UConn
2035804,UConn,Duke,UConn
1795417,North Carolina,Houston,Houston
1019745,UConn,Kentucky,UConn
1564397,UConn,Houston,UConn
983345,UConn,Tennessee,UConn
444493,UConn,Houston,UConn
2975368,Iowa St.,Tennessee,Iowa St.
1539196,UConn,Purdue,Purdue
2641556,UConn,Houston,UConn
1164564,UConn,Kentucky,UConn
745487,UConn,Purdue,UConn
1012147,North Carolina,Houston,Houston
674763,Auburn,Houston,Houston
2709697,Auburn,Purdue,Purdue
1240710,Iowa St.,Kansas,Kansas
220512,North Carolina,Purdue,North Carolina
1797491,UConn,Houston,UConn
3362613,UConn,Creighton,UConn
2436934,Arizona,Houston,Houston
3332011,UConn,Houston,UConn
619811,North Carolina,Marquette,North Carolina
2231199,UConn,Houston,UConn
214664,UConn,Houston,UConn
2047849,UConn,Houston,UConn
2637843,UConn,Houston,UConn
879946,North Carolina,Houston,Houston
317811,UConn,Purdue,UConn
1868704,Baylor,Houston,Houston
1315215,UConn,McNeese,McNeese
2882423,BYU,Texas Tech,BYU
2901520,UConn,Purdue,Purdue
2487690,UConn,Purdue,UConn
3562112,UConn,Purdue,UConn
2046056,Iowa St.,Kentucky,Iowa St.
3497046,UConn,Kentucky,UConn
1610679,UConn,Houston,UConn
680322,Arizona,Kansas,Arizona
2656525,UConn,Purdue,UConn
2679816,North Carolina,Purdue,Purdue
479061,UConn,Houston,UConn
3225046,UConn,Houston,UConn
2902826,North Carolina,Houston,North Carolina
2150114,North Carolina,Kentucky,North Carolina
3464881,UConn,Kentucky,UConn
120667,North Carolina,Kentucky,Kentucky
2283011,UConn,Kentucky,UConn
1908975,UConn,Marquette,UConn
703074,UConn,Purdue,UConn
3441121,UAB,NC State,UAB
448340,North Carolina,Purdue,Purdue
3563111,North Carolina,Tennessee,North Carolina
3433983,UConn,Houston,UConn
1545855,North Carolina,Houston,Houston
1831851,North Carolina,Purdue,Purdue
1437261,UConn,Houston,UConn
2961460,UConn,Houston,UConn
1556938,North Carolina,Duke,North Carolina
897873,UConn,Houston,UConn
43315,UConn,Houston,UConn
2350557,UConn,Purdue,Purdue
2177055,UConn,Houston,UConn
644985,UConn,Houston,UConn
1915668,Arizona,Purdue,Purdue
2676015,UConn,Marquette,UConn
826694,UConn,Houston,UConn
2559905,UConn,Purdue,UConn
677888,Auburn,Tennessee,Auburn
3190151,UConn,Marquette,UConn
328662,UConn,Kentucky,UConn
3250845,UConn,Kentucky,UConn
400651,UConn,Houston,UConn
1753853,UConn,Houston,UConn
2874088,UConn,Houston,UConn
2570455,UConn,Tennessee,UConn
1550100,Iowa St.,Houston,Houston
1774229,Iowa St.,Houston,Houston
1872665,UConn,Houston,UConn
1736684,UConn,Purdue,UConn
2576728,UConn,Houston,UConn
2196788,UConn,Houston,UConn
1080526,UConn,Purdue,UConn
424002,UConn,Kentucky,Kentucky
1351228,UConn,Purdue,UConn
3507536,UConn,Houston,UConn
354516,UConn,Houston,UConn
685211,UConn,Purdue,UConn
3678789,UConn,Houston,UConn
2934440,Iowa St.,Houston,Houston
2775650,UConn,Tennessee,UConn
357738,UConn,Gonzaga,UConn
516771,Auburn,Houston,Houston
1659102,UConn,Kentucky,UConn
2994493,UConn,Houston,UConn
1595325,UConn,Kentucky,UConn
1526254,North Carolina,Purdue,North Carolina
3681616,UConn,Houston,UConn
3134153,UConn,Gonzaga,UConn
163262,UConn,Houston,UConn
733621,UConn,Kentucky,UConn
578278,FAU,Texas A&M,Texas A&M
1475526,Iowa St.,Marquette,Iowa St.
2875946,UConn,Purdue,UConn
1340869,UConn,Houston,UConn
2425397,UConn,Kentucky,Kentucky
777248,UConn,Purdue,UConn
1962850,UConn,Marquette,UConn
1541809,UConn,Houston,UConn
3580183,UConn,Houston,UConn
466185,North Carolina,Houston,Houston
418743,UConn,Kentucky,UConn
530703,UConn,Houston,UConn
2889377,UConn,Houston,UConn
2746480,North Carolina,Tennessee,North Carolina
3065956,UConn,Houston,UConn
2049074,UConn,Houston,UConn
1571357,UConn,Houston,UConn
2379276,Iowa St.,Houston,Iowa St.
1498344,UConn,Houston,UConn
3232250,UConn,Houston,Houston
2722513,UConn,Houston,UConn
951665,UConn,Houston,UConn
1532978,UConn,Purdue,UConn
2608156,UConn,Houston,UConn
3547795,UConn,Houston,UConn
934028,Arizona,Tennessee,Arizona
1860620,UConn,Houston,UConn
1762878,UConn,Houston,UConn
501735,Auburn,Gonzaga,Auburn
988666,UConn,Houston,UConn
3794785,UConn,Marquette,UConn
3037210,UConn,Kentucky,UConn
3325034,UConn,Houston,UConn
2814686,UConn,Houston,UConn
403729,Arizona,Houston,Houston
2906165,North Carolina,Tennessee,North Carolina
76091,UAB,Samford,UAB
2329827,Auburn,Houston,Houston
174124,UConn,Houston,UConn
2444067,UConn,Purdue,Purdue
1202895,North Carolina,Marquette,North Carolina
800337,UConn,Kansas,UConn
2323961,UConn,Tennessee,UConn
1171120,UConn,Tennessee,UConn
2564155,UConn,Kentucky,UConn
2278366,Arizona,Kentucky,Kentucky
127345,UConn,Houston,Houston
3500531,North Carolina,Houston,North Carolina
1929780,Arizona,Houston,Houston
2675075,UConn,Kentucky,UConn
412153,UConn,Houston,UConn
2979722,North Carolina,Houston,Houston
2440011,Illinois,Houston,Illinois
2128942,Arizona,Texas,Arizona
2540045,UConn,Houston,UConn
2841626,UConn,Houston,UConn
1829863,Iowa St.,Purdue,Purdue
1642855,UConn,Houston,UConn
600297,UConn,Purdue,UConn
3005036,UConn,Marquette,UConn
1595838,UConn,Marquette,UConn
2139658,UConn,Purdue,UConn
2278,UConn,Houston,UConn
2421139,UConn,Houston,UConn
772394,North Carolina,Houston,Houston
1676569,UConn,Tennessee,UConn
2170350,UConn,Tennessee,UConn
3152721,UConn,Houston,UConn
2755632,UConn,Creighton,UConn
3418134,UConn,Houston,UConn
3245507,UConn,Kansas,UConn
2940949,UConn,Tennessee,UConn
1796290,UConn,Kentucky,UConn
3110444,UConn,Houston,UConn
937917,Arizona,Tennessee,Arizona
3136571,UConn,Purdue,Purdue
207718,Iowa St.,Houston,Houston
2104790,UConn,Houston,UConn
1748136,UConn,Purdue,UConn
1983687,UConn,Kentucky,UConn
727692,UConn,Houston,UConn
1495793,UConn,Kentucky,UConn
2736699,UConn,Houston,UConn
1123198,UConn,Kentucky,UConn
3334489,Iowa St.,Houston,Houston
294427,North Carolina,Marquette,North Carolina
684208,UConn,Tennessee,UConn
1242173,UConn,Kentucky,UConn
223035,Baylor,Houston,Houston
373830,North Carolina,Tennessee,North Carolina
1167632,UConn,Kentucky,UConn
2855173,Arizona,Kentucky,Arizona
1517110,North Carolina,Duke,North Carolina
3550683,UConn,Houston,UConn
3220648,Iowa St.,Houston,Iowa St.
1742307,UConn,Houston,UConn
3649669,UConn,Houston,UConn
3590271,UConn,Houston,UConn
3054806,North Carolina,Kansas,North Carolina
830367,UConn,Purdue,UConn
577633,North Carolina,Purdue,North Carolina
3549357,UConn,Kentucky,UConn
2333089,North Carolina,Purdue,North Carolina
1986946,North Carolina,Duke,North Carolina
1440171,Iowa St.,Houston,Houston
1895316,Iowa St.,Tennessee,Iowa St.
742007,UConn,Tennessee,UConn
850017,UConn,Tennessee,UConn
3676413,UConn,Kentucky,UConn
3485307,UConn,Houston,UConn
1012342,Arizona,Kentucky,Arizona
50770,UConn,Kentucky,UConn
3706523,Arizona,Kentucky,Arizona
1553862,Iowa St.,Gonzaga,Iowa St.
2049807,UConn,Houston,UConn
762084,Arizona,Purdue,Purdue
1569469,UConn,Kentucky,UConn
614429,Iowa St.,Houston,Houston
2907270,UConn,Purdue,UConn
3751981,UConn,Kentucky,UConn
412638,UConn,Purdue,UConn
2840465,UConn,Houston,UConn
3532571,Iowa St.,Houston,Houston
1773464,Baylor,Kentucky,Kentucky
3579181,UConn,Houston,UConn
1747583,North Carolina,Houston,Houston
2366302,Arizona,Duke,Duke
1998507,UConn,Purdue,UConn
2719389,UConn,Houston,UConn
973512,Auburn,Marquette,Auburn
2756704,Iowa St.,Marquette,Iowa St.
1226852,North Carolina,Purdue,Purdue
1625385,UConn,Houston,UConn
2210916,Iowa St.,Kentucky,Iowa St.
2679265,North Carolina,Houston,Houston
1574567,UConn,Kentucky,UConn
1774940,UConn,Houston,UConn
928666,North Carolina,Kansas,North Carolina
1878369,Iowa St.,Houston,Houston
3177029,Iowa St.,Tennessee,Iowa St.
1491158,North Carolina,Houston,Houston
656758,Iowa St.,Houston,Houston
3196119,North Carolina,Purdue,Purdue
3343667,UConn,Houston,UConn
581509,Baylor,Houston,Houston
1830884,Arizona,Houston,Houston
1546526,UConn,Purdue,UConn
793150,UConn,Houston,Houston
1791801,UConn,Kentucky,UConn
3086277,Iowa St.,Houston,Houston
1816384,UConn,Houston,UConn
203839,Arizona,Houston,Houston
3388334,North Carolina,Kansas,North Carolina
1377776,North Carolina,Kentucky,North Carolina
1509409,UConn,Houston,UConn
1320019,Illinois,Purdue,Illinois
859383,UConn,Purdue,UConn
2451563,UConn,Kentucky,UConn
763641,UAB,Gonzaga,UAB
3101964,Auburn,Houston,Houston
2190540,North Carolina,Purdue,North Carolina
3204054,Arizona,Kentucky,Kentucky
3568576,UConn,Houston,UConn
870147,North Carolina,Creighton,North Carolina
681344,North Carolina,Kentucky,North Carolina
2540496,Auburn,Houston,Houston
2955592,UConn,Houston,UConn
1300760,UConn,Houston,UConn
3794126,UConn,Houston,UConn
1898361,UConn,Houston,UConn
2477808,Arizona,Marquette,Arizona
3025794,Arizona,Houston,Houston
1180614,Arizona,Kentucky,Kentucky
3630622,UConn,Kentucky,UConn
3309977,UConn,Houston,UConn
2935165,UConn,Houston,UConn
541221,North Carolina,Kentucky,North Carolina
474557,Auburn,Purdue,Purdue
109287,North Carolina,Houston,North Carolina
2106564,UConn,Tennessee,UConn
3572785,Iowa St.,Houston,Houston
515223,UConn,Purdue,UConn
1878897,UConn,Houston,Houston
3132988,Illinois,Houston,Illinois
614347,North Carolina,Houston,Houston
3214311,UConn,Houston,UConn
2958255,Iowa St.,Houston,Iowa St.
1477145,Iowa St.,Houston,Houston
3325845,Michigan St.,Houston,Michigan St.
1458746,UConn,Tennessee,UConn
2148122,UConn,Houston,UConn
1294911,North Carolina,Houston,Houston
3642496,Iowa St.,Kentucky,Iowa St.
1702975,Arizona,Purdue,Purdue
723678,Arizona,Purdue,Purdue
1977594,UConn,Houston,UConn
1850573,UConn,Purdue,UConn
2900664,North Carolina,Purdue,North Carolina
1794140,North Carolina,NC State,North Carolina
2576775,UConn,Purdue,UConn
2164322,Baylor,Houston,Houston
307798,UConn,Houston,UConn
723471,North Carolina,Purdue,North Carolina
753942,UConn,Houston,UConn
3111885,UConn,Houston,Houston
1242356,North Carolina,Kentucky,North Carolina
857947,UConn,Purdue,UConn
3004055,UConn,Houston,UConn
2732449,Baylor,Marquette,Marquette
3582768,UConn,Marquette,UConn
3655922,Iowa St.,Houston,Houston
3400705,UConn,Purdue,UConn
1156370,Arizona,Houston,Houston
2462630,UConn,Tennessee,UConn
494294,Auburn,Purdue,Purdue
2681226,North Carolina,Tennessee,North Carolina
84560,UConn,Tennessee,UConn
2462442,UConn,Purdue,Purdue
2067728,UConn,Purdue,UConn
3390504,Iowa St.,Tennessee,Iowa St.
3484343,North Carolina,Purdue,North Carolina
3007384,UConn,Houston,UConn
3455359,UConn,Houston,UConn
55,North Carolina,Houston,Houston
1955224,Alabama,Kentucky,Alabama
344151,UConn,Houston,UConn
1893229,UConn,Houston,UConn
3260752,UConn,Houston,UConn
1398976,UConn,Purdue,UConn
2122464,UConn,Houston,UConn
1997899,UConn,Houston,UConn
2947516,Illinois,Purdue,Purdue
624229,Arizona,Kentucky,Arizona
1484027,Iowa St.,Purdue,Purdue
1611538,Iowa St.,Houston,Iowa St.
1704651,UConn,Houston,UConn
2081882,North Carolina,Houston,North Carolina
1221101,UConn,Purdue,Purdue
912102,UConn,Tennessee,UConn
1018390,UConn,Creighton,UConn
894376,Alabama,Kentucky,Alabama
1312956,UConn,Purdue,UConn
275512,Arizona,Houston,Houston
2682228,UConn,Purdue,UConn
397869,UConn,Houston,UConn
823403,Iowa St.,Texas Tech,Iowa St.
2407147,North Carolina,Tennessee,North Carolina
879633,Arizona,Purdue,Purdue
534019,North Carolina,Kansas,North Carolina
1688365,Iowa St.,Marquette,Marquette
2965873,Alabama,Marquette,Alabama
1166740,Drake,Kentucky,Kentucky
557498,Iowa St.,Houston,Houston
3242520,UConn,Houston,UConn
3392670,North Carolina,Purdue,North Carolina
3311845,UConn,Tennessee,UConn
2351404,UConn,Kentucky,Kentucky
2579786,Iowa St.,Creighton,Iowa St.
2073378,UConn,Kentucky,UConn
1824342,UConn,Tennessee,UConn
3326441,Baylor,Marquette,Marquette
3214772,UConn,Purdue,Purdue
400758,Iowa St.,Marquette,Marquette
3430360,UConn,Houston,UConn
2287337,UConn,Kentucky,UConn
89857,Iowa St.,Tennessee,Iowa St.
3576047,Iowa St.,Tennessee,Tennessee
1389905,Iowa St.,Duke,Iowa St.
2989152,Morehead St.,Grambling St.,Grambling St.
1509068,UConn,Houston,UConn
2546783,UConn,Houston,UConn
2834018,North Carolina,Purdue,Purdue
2484199,Iowa St.,Houston,Houston
1065465,UConn,Purdue,UConn
725803,North Carolina,Houston,North Carolina
1408033,UConn,Kentucky,UConn
3418911,Iowa St.,Kentucky,Iowa St.
3639536,North Carolina,Houston,North Carolina
2800439,UConn,Purdue,UConn
1161197,UConn,Houston,UConn
2649776,Arizona,Kentucky,Arizona
3289431,Iowa St.,Houston,Houston
3518055,UConn,Creighton,UConn
993082,UConn,Purdue,UConn
3121785,Arizona,McNeese,Arizona
2102608,UConn,Houston,UConn
1891835,UConn,Houston,UConn
1269849,UConn,Houston,UConn
3683872,UConn,Purdue,UConn
3602403,North Carolina,Creighton,North Carolina
2884926,North Carolina,Houston,Houston
828823,Michigan St.,Houston,Michigan St.
3264580,UConn,Tennessee,UConn
3014686,UConn,Purdue,UConn
2186205,Arizona,Houston,Houston
2256130,UConn,Purdue,UConn
906508,Arizona,Tennessee,Arizona
3144315,UConn,Kentucky,UConn
271035,UConn,Houston,UConn
2889791,UConn,Houston,UConn
3415639,Arizona,Marquette,Arizona
2732370,UConn,Tennessee,UConn
1942322,North Carolina,Purdue,Purdue
1645678,North Carolina,Kentucky,North Carolina
283996,North Carolina,Purdue,Purdue
2242859,Arizona,Houston,Houston
2246235,Arizona,Creighton,Arizona
756395,UConn,Purdue,UConn
1719171,UConn,Houston,UConn
2740262,UConn,Houston,UConn
327523,UConn,Houston,UConn
2373179,UConn,Texas,UConn
195367,UConn,Houston,UConn
2779054,UConn,Houston,UConn
700511,UConn,Houston,UConn
1160528,UConn,Houston,UConn
2671421,Arizona,Houston,Houston
2377928,Arizona,Purdue,Purdue
3355767,UConn,Kentucky,UConn
1619027,North Carolina,Houston,Houston
791548,Iowa St.,Houston,Houston
1317226,Iowa St.,Creighton,Iowa St.
2026786,Auburn,Houston,Houston
758873,Arizona,Houston,Houston
2029953,Auburn,Houston,Houston
1550311,UConn,Houston,UConn
1292503,UConn,Marquette,UConn
3289081,Auburn,Creighton,Auburn
1110487,UConn,Creighton,UConn
1540409,UConn,Purdue,Purdue
1274920,UConn,Purdue,Purdue
2624200,UConn,Purdue,UConn
3187607,North Carolina,Kentucky,North Carolina
2139670,Iowa St.,Duke,Duke
2480619,UConn,Marquette,UConn
1993293,North Carolina,Houston,North Carolina
1949475,UConn,Kentucky,UConn
1685805,UConn,Kentucky,UConn
2460379,UConn,Purdue,UConn
3424210,UConn,Purdue,UConn
3585871,UConn,Purdue,UConn
2237980,UConn,Purdue,UConn
2119367,Iowa St.,Houston,Houston
1964736,UConn,Marquette,UConn
473767,UConn,Purdue,UConn
430177,Arizona,Creighton,Creighton
3139653,UConn,Gonzaga,UConn
2870696,UConn,Kentucky,UConn
3077096,Arizona,Kentucky,Arizona
752031,Auburn,Duke,Auburn
2896546,UConn,Marquette,UConn
990928,UConn,Houston,UConn
1042988,North Carolina,Houston,North Carolina
100363,UConn,Purdue,UConn
1345151,UConn,Purdue,Purdue
2269686,UConn,Purdue,UConn
2229725,Clemson,Kentucky,Kentucky
47372,UConn,Kentucky,UConn
1223991,North Carolina,Houston,Houston
2363948,UConn,Houston,UConn
2288266,North Carolina,Kentucky,North Carolina
2147042,UConn,Duke,UConn
2350812,UConn,Houston,UConn
411993,UConn,Tennessee,UConn
570943,UConn,Tennessee,UConn
1942065,UConn,Purdue,UConn
3115359,UConn,Purdue,UConn
3119075,South Dakota St.,Saint Peter's,Saint Peter's
452414,North Carolina,Purdue,Purdue
61162,Iowa St.,Houston,Houston
3191148,North Carolina,Creighton,North Carolina
2991627,UConn,Marquette,UConn
3666175,UConn,Houston,UConn
3529975,Arizona,Houston,Houston
1088664,UConn,Tennessee,UConn
3147926,Auburn,Purdue,Purdue
1343327,UConn,Houston,UConn
301105,UConn,Kentucky,UConn
2265560,UConn,Houston,UConn
2811576,Iowa St.,Purdue,Purdue
1283754,Wagner,Texas,Texas
3040892,UConn,Houston,UConn
3537563,North Carolina,Houston,Houston
207951,UConn,Houston,UConn
1614225,UConn,Houston,UConn
3267830,Arizona,Houston,Houston
3004509,Stetson,Longwood,Stetson
2141778,North Carolina,Purdue,Purdue
2958234,North Carolina,Houston,Houston
921820,UConn,Houston,UConn
2779570,UConn,Houston,UConn
1486594,North Carolina,Purdue,North Carolina
998035,Auburn,Tennessee,Auburn
1236268,UConn,Purdue,UConn
677760,UConn,Houston,UConn
3012670,North Carolina,Houston,North Carolina
191364,Illinois,Houston,Illinois
2015841,UConn,Purdue,UConn
2211317,Iowa St.,Kentucky,Iowa St.
3397902,UConn,Kentucky,UConn
2982277,UConn,Houston,UConn
3107415,UConn,Tennessee,UConn
3527446,UConn,Duke,UConn
2907945,UConn,Houston,UConn
2029984,North Carolina,Purdue,Purdue
1940774,UConn,Kentucky,UConn
247221,UConn,Purdue,UConn
3440866,UConn,Houston,UConn
1476434,UConn,Houston,UConn
2031671,UConn,Houston,UConn
1858003,North Carolina,Purdue,Purdue
1871192,UConn,NC State,NC State
352229,North Carolina,Purdue,Purdue
3043253,UConn,Houston,UConn
2821453,UConn,Houston,UConn
1875373,Arizona,Gonzaga,Arizona
1520392,Auburn,Creighton,Creighton
2030989,UConn,Houston,UConn
2283527,UConn,Houston,UConn
2816392,Iowa St.,Tennessee,Iowa St.
2051932,UConn,Houston,UConn
2585784,UConn,Purdue,UConn
2236132,Arizona,Houston,Houston
3151882,UConn,Tennessee,UConn
3282833,UConn,Purdue,UConn
1687233,UConn,Tennessee,UConn
1428372,Arizona,Houston,Houston
2838827,UConn,Marquette,UConn
2521139,UConn,Purdue,Purdue
1952845,UConn,Houston,UConn
1384760,North Carolina,Purdue,Purdue
1557594,UConn,Houston,UConn
2596520,UConn,Houston,UConn
51061,Alabama,Kentucky,Kentucky
2693488,UConn,Houston,UConn
1492744,North Carolina,Houston,North Carolina
2569516,UConn,Kentucky,UConn
957150,North Carolina,Tennessee,North Carolina
3255155,North Carolina,Purdue,North Carolina
2166898,UConn,Houston,UConn
783688,UConn,Houston,UConn
979833,North Carolina,Purdue,Purdue
1941462,UConn,Creighton,UConn
2507497,UConn,Kentucky,UConn
3245140,UConn,Kentucky,UConn
673086,UConn,Houston,UConn
1810107,UConn,Houston,UConn
911109,UConn,Kentucky,Kentucky
3633826,UConn,Houston,UConn
1473855,UConn,Purdue,UConn
3289428,UConn,Houston,UConn
1145415,North Carolina,Houston,Houston
699076,North Carolina,Houston,Houston
2122861,UConn,Kentucky,UConn
2875027,UConn,Houston,UConn
1773829,UConn,Houston,UConn
1120599,Morehead St.,Grambling St.,Grambling St.
2711611,UConn,Purdue,Purdue
1925293,UConn,Houston,UConn
3127796,UConn,Kentucky,UConn
1176876,Iowa St.,Houston,Houston
286266,Iowa St.,Purdue,Purdue
2053522,North Carolina,Duke,North Carolina
2330756,UConn,Purdue,UConn
2894707,UConn,Kentucky,Kentucky
1969814,Auburn,Tennessee,Tennessee
994274,UConn,Kentucky,UConn
3597192,North Carolina,Tennessee,North Carolina
1309835,Iowa St.,Houston,Houston
2379805,UConn,Houston,UConn
504573,UConn,Tennessee,UConn
1772651,Arizona,Houston,Houston
1787517,UConn,Nebraska,Nebraska
3250290,Arizona,Houston,Houston
1006738,Arizona,Houston,Arizona
3331813,UConn,Marquette,UConn
1988946,Iowa St.,Houston,Houston
1767956,UConn,Houston,UConn
2016511,Saint Mary's,Marquette,Marquette
568882,UConn,Houston,UConn
2623188,UConn,Houston,UConn
2593064,North Carolina,Tennessee,North Carolina
3026712,UConn,Houston,UConn
2167109,Iowa St.,Kentucky,Kentucky
253790,UConn,Houston,UConn
287111,North Carolina,Houston,Houston
3674850,Auburn,Houston,Auburn
47396,UConn,Houston,UConn
895134,Arizona,Purdue,Purdue
2008186,UConn,Houston,Houston
2005103,UConn,Kentucky,UConn
1470419,UConn,Houston,UConn
541782,UConn,Houston,UConn
824645,Arizona,Houston,Houston
3801067,UConn,Tennessee,UConn
2803744,UConn,Houston,UConn
2220588,UConn,Houston,UConn
477868,Arizona,Kentucky,Arizona
2055665,UConn,Purdue,Purdue
977780,UConn,Kentucky,UConn
1476644,UConn,Tennessee,UConn
2162215,Auburn,Tennessee,Auburn
2674514,Arizona,Purdue,Purdue
1523177,UConn,Purdue,UConn
3112367,UConn,Kentucky,UConn
235483,UConn,Purdue,UConn
2788933,UConn,Kentucky,UConn
3238368,Auburn,Purdue,Purdue
1028867,UConn,Houston,UConn
1510306,UConn,Kentucky,UConn
2184012,North Carolina,Houston,Houston
474793,UConn,Houston,UConn
2171713,UConn,Marquette,UConn
3421952,Iowa St.,Houston,Houston
2471449,UConn,Purdue,UConn
3009512,Illinois,Purdue,Purdue
1487573,Baylor,South Carolina,Baylor
1767967,UConn,Tennessee,UConn
578582,UConn,Houston,UConn
2230194,UConn,Houston,UConn
2435501,UConn,Tennessee,UConn
1420538,North Carolina,Marquette,North Carolina
775899,UConn,Kentucky,UConn
1941490,UConn,Kentucky,UConn
3130312,UConn,Kentucky,UConn
450102,UConn,Houston,UConn
309106,UConn,Purdue,UConn
307460,Iowa St.,Tennessee,Iowa St.
737565,Iowa St.,Houston,Houston
1407181,UConn,Creighton,UConn
